"id","event","event_date","data_name","data_value"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","clientId","3NVC2EB65S4TKMABMWT2Z22OA3CY3W"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","referer","https://nlab.ph.ucla.edu:9663/game/41/321/3NVC2EB65S4TKMABMWT2Z22OA3CY3W/connected?connectionSpeed="
"17345","clientLogIn","2023-06-21T05:08:54:860Z","connection","keep-alive"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","acceptLanguage","en-US,en;q=0.9"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","acceptEncoding","gzip, deflate, br"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","host","nlab.ph.ucla.edu:9663"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","ipAddress","98.175.33.104"
"17345","clientLogIn","2023-06-21T05:08:54:860Z","requestURI","/game/41/321/3NVC2EB65S4TKMABMWT2Z22OA3CY3W/state"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","clientId","3DHE4R9OCYG4DDTSOQTR9SQSZTN2GS"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","referer","https://nlab.ph.ucla.edu:9663/game/41/321/3DHE4R9OCYG4DDTSOQTR9SQSZTN2GS/connected?connectionSpeed="
"17346","clientLogIn","2023-06-21T05:08:55:657Z","connection","keep-alive"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","acceptLanguage","en-US,en;q=0.9"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","acceptEncoding","gzip, deflate, br"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","host","nlab.ph.ucla.edu:9663"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","ipAddress","223.178.87.5"
"17346","clientLogIn","2023-06-21T05:08:55:657Z","requestURI","/game/41/321/3DHE4R9OCYG4DDTSOQTR9SQSZTN2GS/state"
"17347","clientLogIn","2023-06-21T05:08:56:001Z","clientId","3DEL4X4EL8Q50KHP6L0Q6IRSHYDXYV"
"17347","clientLogIn","2023-06-21T05:08:56:001Z","referer","https://nlab.ph.ucla.edu:9663/game/41/321/3DEL4X4EL8Q50KHP6L0Q6IRSHYDXYV/connected?connectionSpeed="
"17347","clientLogIn","2023-06-21T05:08:56:001Z","connection","keep-alive"
